JLPT Level,Grammar,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown
N5,まだ〜ていません,まだ〜ていません,have not yet,Expression (Grammar),私はまだ朝ごはんを食べていません。,I have not eaten breakfast yet.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun""}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""topic marker"", ""role"": ""Particle""}, {""word"": ""まだ"", ""reading"": ""まだ"", ""meaning"": ""yet"", ""role"": ""Adverb""}, {""word"": ""朝ごはん"", ""reading"": ""あさごはん"", ""meaning"": ""breakfast"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""object marker"", ""role"": ""Particle""}], ""grammar"": {""context"": ""The sentence expresses that the speaker has not yet eaten breakfast, indicating a current state of not having completed the action of eating breakfast."", ""steps"": [""**Steps**:"", ""**私 (わたし)**: The subject of the sentence, indicating who is performing the action."", ""**は (は)**: Marks \""私\"" as the topic of the sentence."", ""**まだ (まだ)**: Indicates that the action has not occurred up to the present time."", ""**朝ごはん (あさごはん)**: The object of the verb, specifying what has not been eaten."", ""**を (を)**: Marks \""朝ごはん\"" as the direct object of the verb."", ""**食べて (たべて)**: The te-form of the verb \""食べる\"" (to eat), used here to connect to the next verb."", ""**いません (いません)**: The negative form of the verb \""いる,\"" indicating the absence of the action (not having eaten).""], ""contribution to meaning"": [""The subject \""私\"" establishes who is speaking."", ""The topic marker \""は\"" emphasizes that the speaker is discussing themselves."", ""\""まだ\"" conveys the idea of an action that has not yet happened."", ""\""朝ごはん\"" specifies what has not been eaten."", ""The object marker \""を\"" clarifies that breakfast is the object of the action."", ""The te-form \""食べて\"" connects to the negative verb \""いません,\"" indicating that the action of eating has not occurred."", ""\""いません\"" completes the sentence by stating the negative state of the action.""]}, ""tips"": [[""Tip"", ""To remember the use of \""まだ,\"" think of it as a way to express something that is pending or incomplete. Associating it with \""yet\"" in English can help solidify its meaning.""], [""Common Mistake"", ""A common mistake is to confuse \""食べていません\"" with \""食べません.\"" The former indicates that the action has not been done yet (present perfect negative), while the latter simply states that the speaker does not eat (present negative). To avoid this, remember that \""食べていません\"" relates to an action that has not occurred up to now, while \""食べません\"" is a general statement about eating habits.""]]}"
N5,まで,まで,until ~; as far as ~; to (an extent); even ~,Particle,３時まで暇です。,I'm free until three o'clock.,"{""vocabulary"": [{""word"": ""３時"", ""reading"": ""さんじ"", ""meaning"": ""three o'clock"", ""role"": ""Noun""}, {""word"": ""まで"", ""reading"": ""まで"", ""meaning"": ""until"", ""role"": ""Particle""}, {""word"": ""暇"", ""reading"": ""ひま"", ""meaning"": ""free\"" or \""leisure"", ""role"": ""Noun/Adjective""}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula""}], ""grammar"": {""context"": ""The sentence expresses that the speaker is available or has free time until three o'clock."", ""steps"": [""**Steps**:"", ""**３時 (さんじ)**: This is the time reference, indicating \""three o'clock.\"""", ""**まで (まで)**: This particle indicates the endpoint of the time frame, meaning \""until.\"""", ""**暇 (ひま)**: This word describes the state of being free or having leisure time."", ""**です (です)**: This is a polite ending particle that functions as the copula, linking the subject to the state of being free.""], ""contribution to meaning"": [""The combination of **３時** and **まで** establishes a specific time limit (until three o'clock)."", ""**暇** indicates the speaker's availability during that time frame."", ""**です** adds politeness to the statement, making it appropriate for conversation.""]}, ""tips"": [[""Tip"", ""To remember the use of **まで**, think of it as a marker that sets a boundary in time. Visualize it as a finish line that you reach at \""three o'clock.\""""], [""Common Mistake"", ""A common mistake is to confuse **暇 (ひま)** with **忙しい (いそがしい)**, which means \""busy.\"" To avoid this, remember that **暇** indicates free time, while **忙しい** indicates a lack of free time. Practice using both words in sentences to reinforce their meanings.""]]}"
N5,前に,まえに,before ~; in front of ~,Expression / Grammar,７時前にね。,See you a little before 7.,"{""vocabulary"": [{""word"": ""７時"", ""reading"": ""しちじ"", ""meaning"": ""7 o'clock"", ""role"": ""Noun""}, {""word"": ""前"", ""reading"": ""まえ"", ""meaning"": ""before"", ""role"": ""Noun/Adverb""}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""at\"" or \""in"", ""role"": ""Particle""}, {""word"": ""ね"", ""reading"": ""ね"", ""meaning"": ""you know\"" or \""right?"", ""role"": ""Sentence-ending particle""}], ""grammar"": {""context"": ""The sentence indicates a time reference, suggesting that the speaker will see the listener shortly before 7 o'clock."", ""steps"": [""**Steps**:"", ""**７時 (しちじ)**: This indicates the specific time, which is 7 o'clock."", ""**前 (まえ)**: This word means \""before,\"" indicating that the action will occur prior to the specified time."", ""**に (に)**: This particle is used to indicate the time at which something happens. In this case, it connects \""before 7 o'clock\"" to the action of seeing."", ""**ね (ね)**: This particle adds a nuance of seeking agreement or confirmation from the listener, making the sentence feel more conversational.""], ""contribution to meaning"": [""The combination of \""７時\"" and \""前\"" establishes the time frame."", ""The particle \""に\"" clarifies that the action is related to that specific time."", ""The use of \""ね\"" softens the statement and engages the listener, making it feel friendly and informal.""]}, ""tips"": [[""Tip"", ""To remember the meaning of \""前,\"" think of it as \""before\"" in English, which helps you relate it to time references.""], [""Common Mistake"", ""A common mistake is to confuse \""前\"" with \""後\"" (あと), which means \""after.\"" To avoid this, remember that \""前\"" is used when you want to indicate a time that comes before something else, while \""後\"" is for times that come after.""]]}"
N5,ませんか,ませんか,would you; do you want to; shall we~,Expression / Grammar,座りませんか？,Why don't we sit?,"{""vocabulary"": [{""word"": ""座りませんか"", ""reading"": ""すわりませんか"", ""meaning"": ""Why don't we sit?"", ""role"": ""Verb phrase, negative form with a question marker""}, {""word"": ""座り"", ""reading"": ""すわり"", ""meaning"": ""sit"", ""role"": ""Verb stem""}, {""word"": ""ません"", ""reading"": ""ません"", ""meaning"": ""not"", ""role"": ""Negative auxiliary verb""}, {""word"": ""か"", ""reading"": ""か"", ""meaning"": ""?"", ""role"": ""Question marker""}], ""grammar"": {""context"": ""The sentence is an invitation or suggestion, asking someone if they would like to sit down together. It implies a friendly and polite tone."", ""steps"": [""**Steps**:"", ""**座り (すわり)**: This is the stem form of the verb \""座る\"" (to sit). In Japanese, verbs can be modified to express different tenses or forms."", ""**ません (ません)**: This is the negative form of the verb, indicating that the action is not being performed. When combined with the verb stem, it creates a polite negative form."", ""**か (か)**: This particle is used at the end of a sentence to indicate that it is a question.""], ""contribution to meaning"": [""The verb stem \""座り\"" indicates the action of sitting."", ""The negative form \""ません\"" suggests that the action is not currently happening, but in this context, it is used to make a polite suggestion rather than a direct refusal."", ""The question marker \""か\"" turns the statement into a question, inviting the listener to consider the suggestion.""]}, ""tips"": [[""Tip"", ""To remember the negative form \""ません\"", think of it as a polite way to say \""not\"" in Japanese. It is often used in formal situations, so practice using it in various contexts to get comfortable with its application.""], [""Common Mistake"", ""A common mistake is to confuse the negative form with the affirmative form. Beginners might say \""座りますか\"" (Do you sit?) instead of \""座りませんか?\"" (Why don't we sit?). To avoid this, always remember that \""ませんか\"" is used for polite invitations or suggestions, while \""ますか\"" is for straightforward questions.""]]}"
N5,ましょう,ましょう,let's ~; shall we ~,Auxiliary verb,忘れましょう！,Let's forget it!,"{""vocabulary"": [{""word"": ""忘れましょう"", ""reading"": ""わすれましょう"", ""meaning"": ""Let's forget"", ""role"": ""Verb, volitional form""}], ""grammar"": {""context"": ""The sentence \""忘れましょう！\"" is an invitation or suggestion to forget something, often used in a context where the speaker wants to move on from a topic or situation."", ""steps"": [""**Steps**:"", ""**忘れ (わすれ)**: This is the stem form of the verb 忘れる (わすれる), which means \""to forget.\"""", ""**ましょう**: This is the volitional form of the verb, used to express a suggestion or invitation. It translates to \""let's\"" in English.""], ""contribution to meaning"": [""The verb 忘れ (わすれ) indicates the action of forgetting."", ""The addition of ましょう transforms the verb into a suggestion, making it a collective action (\""let's forget\""), which conveys a sense of camaraderie or shared intention.""]}, ""tips"": [[""Tip"", ""To remember the volitional form, think of it as a way to invite others to join you in an action. The \""ましょう\"" ending is a cue that you're suggesting doing something together.""], [""Common Mistake"", ""A common mistake is to confuse the volitional form with the plain form of the verb. Beginners might say 忘れる instead of 忘れましょう. To avoid this, practice forming suggestions with \""ましょう\"" after the verb stem to reinforce the structure.""]]}"
N5,ましょうか,ましょうか,shall I ~; used to offer help to the listener,Expression / Grammar,踊りましょうか。,"Let's dance, shall we?","{""vocabulary"": [{""word"": ""踊り"", ""reading"": ""おどり"", ""meaning"": ""dance"", ""role"": ""Noun""}, {""word"": ""ましょう"", ""reading"": ""ましょう"", ""meaning"": ""let's do"", ""role"": ""Volitional form of the verb する (to do)""}, {""word"": ""か"", ""reading"": ""か"", ""meaning"": ""shall we?"", ""role"": ""Question particle""}], ""grammar"": {""context"": ""The sentence 踊りましょうか translates to \""Let's dance, shall we?\"" It is a suggestion or invitation to dance, with a polite tone that seeks agreement or confirmation from the listener."", ""steps"": [""**Steps**:"", ""**踊り (おどり)**: This is the noun form meaning \""dance.\"" It serves as the subject of the action."", ""**ましょう (ましょう)**: This is the volitional form of the verb する (to do), which is used to express a suggestion or invitation. It implies a collective action, indicating that the speaker is proposing to do something together with the listener."", ""**か (か)**: This is a question particle that turns the statement into a question, inviting the listener to respond.""], ""contribution to meaning"": [""The noun 踊り establishes the action being suggested."", ""The volitional form ましょう indicates that the speaker is inviting the listener to participate in the action."", ""The question particle か adds a polite inquiry, making the suggestion sound more inviting and less commanding.""]}, ""tips"": [[""Tip"", ""To remember the structure of suggestions in Japanese, think of the volitional form (ましょう) as a way to include the listener in the action. It’s a friendly way to propose doing something together.""], [""Common Mistake"", ""A common mistake is to use the plain form of the verb instead of the volitional form. For example, saying 踊る (おどる) instead of 踊りましょう (おどりましょう) would sound too direct and less polite. Always use the volitional form when making suggestions to maintain a polite tone.""]]}"
N5,も,も,too; also; as well,Particle,私も学生です。,I am also a student.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun""}, {""word"": ""も"", ""reading"": ""も"", ""meaning"": ""also"", ""role"": ""Particle""}, {""word"": ""学生"", ""reading"": ""がくせい"", ""meaning"": ""student"", ""role"": ""Noun""}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula""}], ""grammar"": {""context"": ""The sentence expresses that the speaker is a student and emphasizes that they are included in a group of students, possibly in response to someone else stating they are a student."", ""steps"": [""**Steps**:"", ""**私 (わたし)**: The subject of the sentence, indicating who is being talked about (the speaker)."", ""**も (も)**: A particle that means \""also,\"" indicating inclusion in a group or similarity to something previously mentioned."", ""**学生 (がくせい)**: The noun that describes the subject (the speaker) as a student."", ""**です (です)**: A copula used to link the subject and the predicate, functioning similarly to the English verb \""to be.\""""], ""contribution to meaning"": [""**私** identifies the speaker."", ""**も** adds the nuance of \""also,\"" suggesting that the speaker is part of a larger context where others are students."", ""**学生** specifies the identity of the speaker."", ""**です** serves to affirm the statement, making it polite and complete.""]}, ""tips"": [[""Tip"", ""To remember the use of **も**, think of it as a way to connect yourself to others in a similar situation. For example, if someone says \""I am a teacher,\"" you can respond with \""私も学生です\"" to indicate that you are also in the educational context.""], [""Common Mistake"", ""A frequent error is omitting the particle **も** when trying to express \""also.\"" To avoid this, remember that **も** is""]]}"
N5,もう,もう,already; anymore; again; other,Adverb (fukushi),もう。,Not again.,"{""vocabulary"": [], ""grammar"": {""context"": ""The sentence \""もう\"" expresses a feeling of frustration or exasperation, often used when someone is tired of a repeated situation or event. It can imply that the speaker does not want to experience something again."", ""steps"": [""**Steps**:"", ""**もう (mou)**: This adverb can mean \""already\"" in a neutral context, but it often conveys a sense of impatience or annoyance when used in situations where something has happened too many times.""], ""contribution to meaning"": [""The use of \""もう\"" indicates that the speaker has had enough of a situation or is expressing a desire for it to stop. It emphasizes the emotional state of the speaker regarding the repetition of an event.""]}, ""tips"": [[""Tip"", ""To remember the meaning of \""もう,\"" think of it as a signal that something has happened too many times, like a child saying \""Not again!\"" when faced with a repeated annoyance.""], [""Common Mistake"", ""Beginners might confuse \""もう\"" with \""まだ\"" (mada), which means \""not yet.\"" To avoid this, remember that \""もう\"" is used when you want to express that something has already happened or that you are tired of it happening again, while \""まだ\"" is used to indicate that something is still pending or has not happened yet.""]]}"
N5,な-adjectives,なけいようし,na-adjectives,Adjective category,この部屋は静かですね。,"This room is quiet, isn’t it?","{""vocabulary"": [{""word"": ""この"", ""reading"": ""kono"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective""}, {""word"": ""部屋"", ""reading"": ""へや, heya"", ""meaning"": ""room"", ""role"": ""Noun""}, {""word"": ""静か"", ""reading"": ""しずか, shizuka"", ""meaning"": ""quiet"", ""role"": ""Adjective""}, {""word"": ""ですね"", ""reading"": ""desu ne"", ""meaning"": ""isn't it?"", ""role"": ""Sentence-ending particle""}], ""grammar"": {""context"": ""The sentence expresses an observation about the room, indicating that it is quiet and inviting agreement from the listener."", ""steps"": [""**Steps**:"", ""**この (kono)**: Used to specify something close to the speaker, in this case, \""this room.\"""", ""**部屋 (へや, heya)**: The noun that is being described."", ""**は (wa)**: Marks \""部屋\"" as the topic of the sentence, indicating that the statement is about this room."", ""**静か (しずか, shizuka)**: The adjective that describes the state of the room."", ""**ですね (desu ne)**: A polite ending that softens the statement and invites agreement, making it a rhetorical question.""], ""contribution to meaning"": [""The use of **この** specifies which room is being discussed."", ""**は** indicates that the focus is on the room, setting the context for the description."", ""**静か** provides the quality of the room, which is the main point of the observation."", ""**ですね** adds a conversational tone, suggesting that the speaker expects the listener to agree or share the observation.""]}, ""tips"": [[""Tip"", ""Remember that **は (wa)** is a topic marker, not a subject marker. It indicates what the sentence is about, which can help you understand the structure of Japanese sentences better.""], [""Common Mistake"", ""Beginners often confuse **静か (shizuka)** with its noun form **静かさ (shizukasa)**, which means \""quietness.\"" To avoid this, remember that **静か** is used directly as an adjective to describe nouns, while **静かさ** is a noun that refers to the quality of being quiet.""]]}"
N5,なあ,なあ,"sentence ending particle; confirmation; admiration, etc",Particle,この景色はきれいだなあ。,"This scenery is beautiful, isn't it?","{""vocabulary"": [{""word"": ""この"", ""reading"": ""kono"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective""}, {""word"": ""景色"", ""reading"": ""けしき, keshiki"", ""meaning"": ""scenery"", ""role"": ""Noun""}, {""word"": ""きれい"", ""reading"": ""きれい, kirei"", ""meaning"": ""beautiful"", ""role"": ""Adjective""}], ""grammar"": {""context"": ""The sentence expresses an observation about the beauty of the scenery, with a nuance of seeking agreement or sharing a feeling with the listener."", ""steps"": [""**Steps**:"", ""**この (kono)**: Indicates that the speaker is referring to something close to them, in this case, the scenery."", ""**景色 (keshiki)**: The subject of the sentence, which is what is being described as beautiful."", ""**は (wa)**: Marks \""景色\"" as the topic of the sentence, indicating that the following statement will be about this scenery."", ""**きれい (kirei)**: Describes the subject (景色) as beautiful."", ""**だ (da)**: Serves as the informal copula, linking the subject to the adjective."", ""**なあ (naa)**: Adds a conversational tone, implying that the speaker is reflecting on the beauty and inviting agreement from the listener.""], ""contribution to meaning"": [""The combination of these elements creates a statement that not only describes the scenery but also conveys the speaker's emotional response to it, making it feel more personal and inviting.""]}, ""tips"": [[""Tip"", ""To remember the use of \""は\"" (wa) as a topic marker, think of it as highlighting what you want to talk about, similar to saying \""As for...\"" in English.""], [""Common Mistake"", ""Beginners often confuse \""だ\"" (da) with \""です\"" (desu). While both mean \""is,\"" \""だ\"" is more informal and used in casual conversations, while \""です\"" is polite. To avoid confusion, remember to use \""だ\"" in casual settings and \""です\"" when speaking politely.""]]}"
N5,ないで,ないで,without doing~ ; To do [B] without doing [A],Conjunction / Grammar,朝ごはんを食べないで学校に行きました。,I went to school without eating breakfast.,"{""vocabulary"": [{""word"": ""朝ごはん"", ""reading"": ""あさごはん"", ""meaning"": ""breakfast"", ""role"": ""Noun""}, {""word"": ""食べない"", ""reading"": ""たべない"", ""meaning"": ""not eat"", ""role"": ""Verb, negative form of 食べる (たべる) - to eat""}, {""word"": ""学校"", ""reading"": ""がっこう"", ""meaning"": ""school"", ""role"": ""Noun""}, {""word"": ""行きました"", ""reading"": ""いきました"", ""meaning"": ""went"", ""role"": ""Verb, past tense of 行く (いく) - to go""}], ""grammar"": {""context"": ""The sentence expresses that the speaker went to school without having breakfast. It indicates a sequence of actions and the absence of an action (eating breakfast) before going to school."", ""steps"": [""**Steps**:"", ""**朝ごはんを**: The noun \""朝ごはん\"" (breakfast) is marked by the particle \""を,\"" indicating that it is the object of the verb \""食べない.\"""", ""**食べないで**: The verb \""食べない\"" (not eat) is in its negative form, and the particle \""で\"" is used to connect it to the following action, indicating that the speaker went to school without performing the action of eating."", ""**学校に**: The noun \""学校\"" (school) is marked by the particle \""に,\"" indicating the destination of the action."", ""**行きました**: The verb \""行きました\"" (went) is in the past tense, indicating that the action of going to school has already occurred.""], ""contribution to meaning"": [""The use of \""を\"" shows that breakfast is the action that was not completed."", ""The \""で\"" particle indicates the manner in which the speaker went to school (without eating)."", ""The \""に\"" particle specifies the destination (school)."", ""The past tense \""行きました\"" indicates that the action of going to school is completed.""]}, ""tips"": [[""Tip"", ""To remember the use of \""で\"" for indicating \""without,\"" think of it as a connector that shows the absence of an action leading to another action. Visualize it as a bridge between two actions where one is missing.""], [""Common Mistake"", ""A common mistake is to confuse \""で\"" with \""を.\"" Remember that \""を\"" marks the direct object of a verb, while \""で\"" indicates the means or manner of an action. To avoid this, practice identifying the role of each word in a sentence to clarify their functions.""]]}"
N5,ないでください,ないでください,please don't do,Expression / Grammar,撃たないでください！,Don't shoot!,"{""vocabulary"": [{""word"": ""撃たないで"", ""reading"": ""うたないで"", ""meaning"": ""Don't shoot"", ""role"": ""Verb phrase""}, {""word"": ""ください"", ""reading"": ""ください"", ""meaning"": ""Please"", ""role"": ""Polite request""}], ""grammar"": {""context"": ""The sentence is a polite request asking someone not to shoot. It conveys urgency and a plea for safety."", ""steps"": [""**Steps**:"", ""**撃たない (うたない)**: This is the negative form of the verb 撃つ (うつ). The suffix ない indicates negation, so 撃たない means \""not shoot.\"""", ""**で (で)**: This particle is used to connect the verb in its negative form to the following phrase, indicating that the action should not be performed."", ""**ください (ください)**: This is a polite expression used to make requests. It softens the command and makes it more respectful.""], ""contribution to meaning"": [""The negative form 撃たない indicates the action that is being requested to be avoided."", ""The particle で connects the negative action to the polite request."", ""ください adds politeness, making the request more courteous and less forceful.""]}, ""tips"": [[""Tip"", ""To remember the negative form of verbs, practice conjugating common verbs into their negative forms. For example, 撃つ (うつ) becomes 撃たない (うたない) by changing the ending.""], [""Common Mistake"", ""A common mistake is to forget to use the で particle when making a negative request. For example, saying 撃たないください instead of 撃たないでください. To avoid this, always remember that the で particle is necessary to connect the negative verb to the polite request.""]]}"
N5,なくてもいい,なくてもいい,don't have to,Expression / Grammar,急がなくてもいいよ。,There's no hurry.,"{""vocabulary"": [{""word"": ""急がなくても"", ""reading"": ""[いそがなくても]"", ""meaning"": ""not in a hurry"", ""role"": ""Phrase; negative form of the verb \""急ぐ\"" (いそぐ) meaning \""to hurry\""""}, {""word"": ""いい"", ""reading"": ""[いい]"", ""meaning"": ""good"", ""role"": ""Adjective; used here to mean \""it's okay\"" or \""it's fine\""""}, {""word"": ""よ"", ""reading"": ""[よ]"", ""meaning"": ""you know"", ""role"": ""Sentence-ending particle; used for emphasis or to convey assurance""}], ""grammar"": {""context"": ""The sentence conveys a sense of reassurance, indicating that there is no need to rush or hurry in a given situation."", ""steps"": [""**Steps**:"", ""**急がなくても**: This is the negative form of the verb \""急ぐ\"" (to hurry) combined with \""ても,\"" which means \""even if.\"" Thus, \""急がなくても\"" translates to \""even if (you) do not hurry.\"""", ""**いい**: This adjective means \""good\"" but in this context, it implies that something is acceptable or fine. So, \""いい\"" here means \""it's okay.\"""", ""**よ**: This particle adds emphasis to the statement, making it more reassuring and friendly.""], ""contribution to meaning"": [""The phrase \""急がなくても\"" sets the context that hurrying is not necessary."", ""The word \""いい\"" reassures the listener that taking their time is acceptable."", ""The particle \""よ\"" adds a friendly tone, making the statement feel more personal and encouraging.""]}, ""tips"": [[""Tip"", ""To remember the phrase \""急がなくてもいい,\"" think of it as a way to express that taking your time is perfectly fine. Associating \""急がなくても\"" with \""not hurrying\"" can help solidify its meaning.""], [""Common Mistake"", ""A common mistake is confusing \""急がなくてもいい\"" with \""急がなければいけない,\"" which means \""you must hurry.\"" To avoid this, remember that \""なくてもいい\"" indicates permission or acceptance, while \""なければいけない\"" indicates obligation.""]]}"
N5,なくちゃ,なくちゃ,must do; need to; gotta do,Expression / Grammar,寝なくちゃ。,I have to go to bed.,"{""vocabulary"": [{""word"": ""寝なくちゃ"", ""reading"": ""ねなくちゃ"", ""meaning"": ""I have to go to bed"", ""role"": ""Phrase/Expression""}, {""word"": ""寝る"", ""reading"": ""ねる"", ""meaning"": ""to sleep"", ""role"": ""Verb, dictionary form""}], ""grammar"": {""context"": ""The sentence expresses a necessity or obligation to go to bed, indicating that the speaker feels it is time to sleep."", ""steps"": [""**Steps**:"", ""**寝る (ねる)**: The base verb meaning \""to sleep.\"""", ""**なくちゃ**: This is a colloquial form derived from なくてはならない, which expresses obligation. It is used in informal contexts.""], ""contribution to meaning"": [""The verb **寝る** establishes the action of sleeping."", ""The addition of **なくちゃ** modifies the verb to indicate that the action is not just a desire but a necessity, thus transforming \""to sleep\"" into \""I have to sleep.\""""]}, ""tips"": [[""Tip"", ""To remember the meaning of **なくちゃ**, think of it as a casual way of saying \""I must\"" or \""I have to.\"" Associating it with a sense of urgency can help solidify its meaning in your mind.""], [""Common Mistake"", ""A common mistake is confusing **なくちゃ** with more formal expressions of obligation, such as **なければならない**. To avoid this, remember that **なくちゃ** is used in casual conversations, while the more formal expressions are reserved for polite or formal situations.""]]}"
N5,なくてはいけない,なくてはいけない,must do; need to do,Expression / Grammar,出発しなくてはいけない。,I should head out.,"{""vocabulary"": [{""word"": ""出発する"", ""reading"": ""しゅっぱつする"", ""meaning"": ""to depart"", ""role"": ""Verb""}, {""word"": ""いけない"", ""reading"": ""いけない"", ""meaning"": ""cannot\"" or \""must not"", ""role"": ""Grammatical expression indicating necessity""}], ""grammar"": {""context"": ""The sentence expresses a necessity or obligation to leave or depart. It conveys that the speaker has to head out for some reason."", ""steps"": [""**Steps**:"", ""**出発する**: This is the verb meaning \""to depart.\"" It sets the action of the sentence."", ""**なくては**: This phrase indicates that something must be done. It is a form of the negative conjugation of the verb, implying that if the action is not taken, it would be problematic."", ""**いけない**: This reinforces the necessity of the action. It translates to \""cannot\"" or \""must not,\"" emphasizing that the speaker is obliged to depart.""], ""contribution to meaning"": [""The verb **出発する** establishes the action of leaving."", ""The phrase **なくては** indicates that there is an obligation to perform this action."", ""The addition of **いけない** emphasizes that failing to depart is not an option, solidifying the necessity of the action.""]}, ""tips"": [[""Tip"", ""To remember the structure of expressing obligation in Japanese, think of it as a combination of the action (verb) plus the necessity (なくては + いけない). This can help you form similar sentences in the future.""], [""Common Mistake"", ""A common mistake is to confuse **なくては** with **なくても**. The former indicates obligation (must do), while the latter indicates permission (can do without). To avoid this, remember that **なくては** is always linked to a necessity or requirement.""]]}"
N5,なくてはならない,なくてはならない,must do; need to do,Expression / Grammar,家を修繕しなくてはならない。,The house is in need of repair.,"{""vocabulary"": [{""word"": ""家"", ""reading"": ""いえ"", ""meaning"": ""house"", ""role"": ""Noun""}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""particle marking the direct object"", ""role"": ""Particle""}, {""word"": ""修繕"", ""reading"": ""しゅうぜん"", ""meaning"": ""repair"", ""role"": ""Noun/Verb (when used in a verb form)""}, {""word"": ""しなくてはならない"", ""reading"": ""しなくてはならない"", ""meaning"": ""must do\"" or \""have to do"", ""role"": ""Verb phrase""}], ""grammar"": {""context"": ""The sentence expresses the necessity of repairing the house, indicating that it is in a state that requires attention and action."", ""steps"": [""**Steps**:"", ""**家を**: The particle \""を\"" indicates that \""家\"" (the house) is the direct object of the action."", ""**修繕**: This noun means \""repair\"" and is the action that needs to be taken."", ""**しなくてはならない**: This is a compound verb phrase that expresses obligation. It can be broken down further:"", ""**しない**: The negative form of the verb \""する\"" (to do), meaning \""not do.\"""", ""**なくては**: A phrase that indicates a necessity or obligation, often translated as \""must\"" or \""have to.\"""", ""**ならない**: This part reinforces the obligation, meaning \""it cannot be that [something is not done].\""""], ""contribution to meaning"": [""The combination of these elements conveys that there is an obligation to repair the house, emphasizing that it is necessary and not optional.""]}, ""tips"": [[""Tip"", ""To remember the phrase \""しなくてはならない,\"" think of it as a way to express necessity. You can associate \""しない\"" (not do) with the idea that something must be done, creating a mental link between the negative and the obligation.""], [""Common Mistake"", ""A common mistake is to confuse \""しなくてはならない\"" with \""しなければならない,\"" which also means \""must do.\"" While both express obligation, \""しなくてはならない\"" is slightly more formal. To avoid confusion, practice using both forms in different contexts to understand their nuances.""]]}"
N5,なる,なる,to become,Godan verb,先生になりたいです。,I want to become a teacher.,"{""vocabulary"": [{""word"": ""先生"", ""reading"": ""せんせい"", ""meaning"": ""teacher"", ""role"": ""Noun""}, {""word"": ""なりたい"", ""reading"": ""なりたい"", ""meaning"": ""want to become"", ""role"": ""Verb phrase; \""なる\"" (to become) in the \""たい\"" form""}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula; polite ending particle""}], ""grammar"": {""context"": ""The sentence expresses a desire to become a teacher, indicating the speaker's aspiration or goal."", ""steps"": [""**Steps**:"", ""**先生 (せんせい)**: The subject of the sentence, indicating what the speaker wants to become."", ""**に**: This particle shows the direction or goal of the action, which is becoming a teacher."", ""**なりたい (なりたい)**: This is the verb phrase that conveys the desire. \""なる\"" means \""to become,\"" and the \""たい\"" form expresses the speaker's wish or desire."", ""**です (です)**: This is a polite ending that makes the sentence more formal and polite.""], ""contribution to meaning"": [""The noun \""先生\"" identifies the specific role the speaker aspires to."", ""The particle \""に\"" connects the desire to the goal, indicating what the speaker wants to achieve."", ""The verb phrase \""なりたい\"" clearly expresses the desire to change one's state or role."", ""The copula \""です\"" adds politeness, making the statement more respectful.""]}, ""tips"": [[""Tip"", ""To remember the \""たい\"" form, think of it as a way to express your wishes. Whenever you want to say you want to do something, you can use this form with the verb.""], [""Common Mistake"", ""A frequent error is omitting the particle \""に.\"" Some learners might say \""先生なりたいです,\"" which is incorrect. Always remember to include \""に\"" to indicate the direction of your desire.""]]}"
