issue,details
answer_mismatch,id=f72f9754-264a-4585-8eb1-8c2bd3a9e275 line=1333 answer='ですか' expected='か'
answer_mismatch,id=f72f9754-264a-4585-8eb1-8c2bd3a9e275 line=1334 answer='ですか' expected='か'
answer_mismatch,id=1dc034f7-375c-4046-a473-ccde281321d0 line=1354 answer='行きます' expected='来年'
answer_mismatch,id=1dc034f7-375c-4046-a473-ccde281321d0 line=1355 answer='車' expected='来年'
answer_mismatch,id=1dc034f7-375c-4046-a473-ccde281321d0 line=1356 answer='旅行' expected='来年'
answer_mismatch,id=0349cadc-b8e3-4afa-807e-f620a316aa35 line=1366 answer='日曜日' expected='明日'
answer_mismatch,id=1b21a6f8-b8de-41d9-be96-642693701ae4 line=1438 answer='いきます' expected='にいく'
answer_mismatch,id=1b21a6f8-b8de-41d9-be96-642693701ae4 line=1439 answer='いきます' expected='にいく'
answer_mismatch,id=1b21a6f8-b8de-41d9-be96-642693701ae4 line=1440 answer='いきます' expected='にいく'
answer_mismatch,id=9393d089-119a-4a9c-bac2-3ebbba9957b5 line=1444 answer='学校' expected='そちら'
answer_mismatch,id=ffab73fc-7eb1-4138-82ed-6154e6813646 line=1447 answer='私は' expected='私'
answer_mismatch,id=ffab73fc-7eb1-4138-82ed-6154e6813646 line=1448 answer='私の' expected='私'
answer_mismatch,id=ffab73fc-7eb1-4138-82ed-6154e6813646 line=1449 answer='私は' expected='私'
answer_mismatch,id=68343025-23e3-4181-9105-c370322be30d line=1462 answer='行きます' expected='行く'
answer_mismatch,id=68343025-23e3-4181-9105-c370322be30d line=1463 answer='行きます' expected='行く'
answer_mismatch,id=68343025-23e3-4181-9105-c370322be30d line=1464 answer='行きます' expected='行く'
answer_mismatch,id=0d8c2e9a-99fc-46e1-8e34-cf42a0363029 line=1486 answer='何のスポーツ' expected='何～'
answer_mismatch,id=0d8c2e9a-99fc-46e1-8e34-cf42a0363029 line=1487 answer='何の音楽' expected='何～'
answer_mismatch,id=0d8c2e9a-99fc-46e1-8e34-cf42a0363029 line=1488 answer='何の本' expected='何～'
answer_mismatch,id=dc82f4f7-1dac-4788-b0d9-d6d62d1ef537 line=1639 answer='おいしい' expected='い-adjectives'
answer_mismatch,id=dc82f4f7-1dac-4788-b0d9-d6d62d1ef537 line=1640 answer='きれい' expected='い-adjectives'
answer_mismatch,id=dc82f4f7-1dac-4788-b0d9-d6d62d1ef537 line=1641 answer='いい' expected='い-adjectives'
answer_mismatch,id=b9f27a17-ac3c-44d0-8719-815f7ab0fbe5 line=1672 answer='足' expected='足; 脚'
answer_mismatch,id=b9f27a17-ac3c-44d0-8719-815f7ab0fbe5 line=1673 answer='脚' expected='足; 脚'
answer_mismatch,id=b9f27a17-ac3c-44d0-8719-815f7ab0fbe5 line=1674 answer='足' expected='足; 脚'
answer_mismatch,id=b39928be-3c03-4047-85b5-3b3af5952f2f line=1783 answer='ラジオカセット' expected='ラジオカセ'
answer_mismatch,id=b39928be-3c03-4047-85b5-3b3af5952f2f line=1784 answer='ラジオカセット' expected='ラジオカセ'
answer_mismatch,id=b39928be-3c03-4047-85b5-3b3af5952f2f line=1785 answer='ラジオカセット' expected='ラジオカセ'
answer_mismatch,id=c515a961-52c9-4fde-81fc-5ac2df9a651f line=1849 answer='伯父' expected='伯父; 叔父さん'
answer_mismatch,id=c515a961-52c9-4fde-81fc-5ac2df9a651f line=1850 answer='叔父さん' expected='伯父; 叔父さん'
answer_mismatch,id=c515a961-52c9-4fde-81fc-5ac2df9a651f line=1851 answer='伯父' expected='伯父; 叔父さん'
answer_mismatch,id=3e05ff6a-d1ca-44d1-8017-67855baf9485 line=1894 answer='じゃない' expected='じゃない・ではない'
answer_mismatch,id=3e05ff6a-d1ca-44d1-8017-67855baf9485 line=1895 answer='ではない' expected='じゃない・ではない'
answer_mismatch,id=3e05ff6a-d1ca-44d1-8017-67855baf9485 line=1896 answer='じゃない' expected='じゃない・ではない'
answer_mismatch,id=72bf0cea-ebcc-4609-ad78-252b72cb49bb line=1903 answer='伯母さん' expected='伯母さん; 叔母さん'
answer_mismatch,id=72bf0cea-ebcc-4609-ad78-252b72cb49bb line=1904 answer='叔母さん' expected='伯母さん; 叔母さん'
answer_mismatch,id=72bf0cea-ebcc-4609-ad78-252b72cb49bb line=1905 answer='伯母さん' expected='伯母さん; 叔母さん'
answer_mismatch,id=20eb8a5a-0a43-42d1-9293-4f255cbc1d86 line=1927 answer='旅行' expected='おととし'
answer_mismatch,id=20eb8a5a-0a43-42d1-9293-4f255cbc1d86 line=1929 answer='車' expected='おととし'
answer_mismatch,id=4abcca6f-5835-43a9-9568-a1d7410ea504 line=1948 answer='友達' expected='～たち'
answer_mismatch,id=4abcca6f-5835-43a9-9568-a1d7410ea504 line=1949 answer='学校' expected='～たち'
answer_mismatch,id=4abcca6f-5835-43a9-9568-a1d7410ea504 line=1950 answer='ソファ' expected='～たち'
answer_mismatch,id=c9f3f139-8f11-4ec8-bf08-b0238b7ee509 line=1957 answer='十歳' expected='～歳'
answer_mismatch,id=c9f3f139-8f11-4ec8-bf08-b0238b7ee509 line=1958 answer='五歳' expected='～歳'
answer_mismatch,id=c9f3f139-8f11-4ec8-bf08-b0238b7ee509 line=1959 answer='二十歳' expected='～歳'
answer_mismatch,id=58282d15-5a55-4250-ae83-ad5a88826379 line=1990 answer='立って' expected='立つ'
answer_mismatch,id=58282d15-5a55-4250-ae83-ad5a88826379 line=1991 answer='立ちます' expected='立つ'
answer_mismatch,id=58282d15-5a55-4250-ae83-ad5a88826379 line=1992 answer='立っている' expected='立つ'
answer_mismatch,id=be72e9ff-15f1-476f-9e79-421611dd2d86 line=1996 answer='つけます' expected='つける'
answer_mismatch,id=be72e9ff-15f1-476f-9e79-421611dd2d86 line=1997 answer='つけました' expected='つける'
answer_mismatch,id=4b7f0dcf-1b81-4322-9a34-612bf998ac11 line=2011 answer='洗います' expected='洗う'
answer_mismatch,id=4b7f0dcf-1b81-4322-9a34-612bf998ac11 line=2012 answer='洗います' expected='洗う'
answer_mismatch,id=4b7f0dcf-1b81-4322-9a34-612bf998ac11 line=2013 answer='洗います' expected='洗う'
answer_mismatch,id=a2f79c20-2617-407a-9074-81806b3d1b1e line=2020 answer='はきます' expected='はく'
answer_mismatch,id=a2f79c20-2617-407a-9074-81806b3d1b1e line=2021 answer='はきます' expected='はく'
answer_mismatch,id=a2f79c20-2617-407a-9074-81806b3d1b1e line=2022 answer='はきます' expected='はく'
answer_mismatch,id=73c60a34-a0bc-40cb-b743-2876c0363a7e line=2035 answer='使います' expected='使う'
answer_mismatch,id=73c60a34-a0bc-40cb-b743-2876c0363a7e line=2036 answer='使っています' expected='使う'
answer_mismatch,id=73c60a34-a0bc-40cb-b743-2876c0363a7e line=2037 answer='使います' expected='使う'
answer_mismatch,id=37f5e729-4e65-48e3-944d-a6a03ed953e5 line=2047 answer='三時' expected='午後'
answer_mismatch,id=37f5e729-4e65-48e3-944d-a6a03ed953e5 line=2048 answer='五時' expected='午後'
answer_mismatch,id=37f5e729-4e65-48e3-944d-a6a03ed953e5 line=2049 answer='四時' expected='午後'
answer_mismatch,id=f908c09f-b1e7-4c4d-b76f-9460fac2e33b line=2053 answer='飲みます' expected='飲む'
answer_mismatch,id=f908c09f-b1e7-4c4d-b76f-9460fac2e33b line=2054 answer='飲みます' expected='飲む'
answer_mismatch,id=f908c09f-b1e7-4c4d-b76f-9460fac2e33b line=2055 answer='飲みます' expected='飲む'
answer_mismatch,id=f6a0b472-add2-4e31-b825-1478e61eecc7 line=2062 answer='書きます' expected='書く'
answer_mismatch,id=f6a0b472-add2-4e31-b825-1478e61eecc7 line=2063 answer='書きました' expected='書く'
answer_mismatch,id=f6a0b472-add2-4e31-b825-1478e61eecc7 line=2064 answer='書いています' expected='書く'
answer_mismatch,id=5af0145c-d878-48c0-a0b0-51db5235f216 line=2065 answer='取ります' expected='取る'
answer_mismatch,id=5af0145c-d878-48c0-a0b0-51db5235f216 line=2066 answer='取った' expected='取る'
answer_mismatch,id=5af0145c-d878-48c0-a0b0-51db5235f216 line=2067 answer='取ります' expected='取る'
answer_mismatch,id=2f0f4844-602f-4de6-a26a-873ee0966bbe line=2080 answer='置きます' expected='置く'
answer_mismatch,id=2f0f4844-602f-4de6-a26a-873ee0966bbe line=2081 answer='置きました' expected='置く'
answer_mismatch,id=2f0f4844-602f-4de6-a26a-873ee0966bbe line=2082 answer='置きます' expected='置く'
answer_mismatch,id=0fe0088d-7032-4578-8f93-a400cf62590d line=2095 answer='乗ります' expected='乗る'
answer_mismatch,id=0fe0088d-7032-4578-8f93-a400cf62590d line=2096 answer='乗っています' expected='乗る'
answer_mismatch,id=0fe0088d-7032-4578-8f93-a400cf62590d line=2097 answer='乗った' expected='乗る'
answer_mismatch,id=8e448811-281f-45df-a38c-fa73fb1170ed line=2098 answer='学校' expected='～時'
answer_mismatch,id=8e448811-281f-45df-a38c-fa73fb1170ed line=2099 answer='テレビ' expected='～時'
answer_mismatch,id=8e448811-281f-45df-a38c-fa73fb1170ed line=2100 answer='起き' expected='～時'
answer_mismatch,id=648c560e-1fd1-4b1c-876a-ac4e28d4f0ba line=2101 answer='映画' expected='今晩'
answer_mismatch,id=96533b80-089b-498c-bad9-2169952bf004 line=2119 answer='持っています' expected='持つ'
answer_mismatch,id=96533b80-089b-498c-bad9-2169952bf004 line=2120 answer='持っています' expected='持つ'
answer_mismatch,id=96533b80-089b-498c-bad9-2169952bf004 line=2121 answer='持っています' expected='持つ'
answer_mismatch,id=6b5ab61c-b170-4e38-9fa2-925d85fcfe7f line=2125 answer='買います' expected='買う'
answer_mismatch,id=6b5ab61c-b170-4e38-9fa2-925d85fcfe7f line=2126 answer='買いたい' expected='買う'
answer_mismatch,id=6b5ab61c-b170-4e38-9fa2-925d85fcfe7f line=2127 answer='買いました' expected='買う'
answer_mismatch,id=1cf3a425-a1ff-428c-a243-52e302c46fee line=2128 answer='作ります' expected='作る'
answer_mismatch,id=1cf3a425-a1ff-428c-a243-52e302c46fee line=2129 answer='作った' expected='作る'
answer_mismatch,id=1cf3a425-a1ff-428c-a243-52e302c46fee line=2130 answer='作ります' expected='作る'
answer_mismatch,id=53603086-e7b0-43ea-ae2f-9ab0b1477baa line=2134 answer='コピーします' expected='コピーする'
answer_mismatch,id=53603086-e7b0-43ea-ae2f-9ab0b1477baa line=2135 answer='コピーします' expected='コピーする'
answer_mismatch,id=53603086-e7b0-43ea-ae2f-9ab0b1477baa line=2136 answer='コピーしました' expected='コピーする'
answer_mismatch,id=66898bec-3ff5-4a68-a173-583d0d502ea7 line=2137 answer='消します' expected='消す'
answer_mismatch,id=66898bec-3ff5-4a68-a173-583d0d502ea7 line=2138 answer='消します' expected='消す'
answer_mismatch,id=258958aa-7517-463d-b728-ed2873886077 line=2140 answer='会う' expected='来週'
answer_mismatch,id=7a813bf2-fd65-4747-bbf6-54974b961b2f line=2143 answer='読みます' expected='読む'
answer_mismatch,id=7a813bf2-fd65-4747-bbf6-54974b961b2f line=2144 answer='読みます' expected='読む'
answer_mismatch,id=7a813bf2-fd65-4747-bbf6-54974b961b2f line=2145 answer='読みます' expected='読む'
answer_mismatch,id=182830c9-9648-41b4-933b-1f9f4304fa69 line=2146 answer='習います' expected='習う'
answer_mismatch,id=182830c9-9648-41b4-933b-1f9f4304fa69 line=2147 answer='習っています' expected='習う'
answer_mismatch,id=182830c9-9648-41b4-933b-1f9f4304fa69 line=2148 answer='習います' expected='習う'
answer_mismatch,id=9b3c1132-01c7-42c2-8f5a-b9665ecd60a9 line=2158 answer='走ります' expected='走る'
answer_mismatch,id=9b3c1132-01c7-42c2-8f5a-b9665ecd60a9 line=2159 answer='走っています' expected='走る'
answer_mismatch,id=cabee6a3-d109-4ad1-ae4b-6e6d39fbd073 line=2185 answer='待って' expected='待つ'
answer_mismatch,id=cabee6a3-d109-4ad1-ae4b-6e6d39fbd073 line=2187 answer='待って' expected='待つ'
answer_mismatch,id=fde2791c-52da-4cf9-be4a-0234226e9d29 line=2188 answer='映画' expected='明後日'
answer_mismatch,id=e5632310-b07d-4195-81eb-d40e847eff0c line=2209 answer='話します' expected='話す'
answer_mismatch,id=e5632310-b07d-4195-81eb-d40e847eff0c line=2210 answer='話します' expected='話す'
answer_mismatch,id=e5632310-b07d-4195-81eb-d40e847eff0c line=2211 answer='話します' expected='話す'
answer_mismatch,id=43198dac-37d3-49e6-aaa8-1e2bce57c101 line=2215 answer='言いました' expected='言う'
answer_mismatch,id=43198dac-37d3-49e6-aaa8-1e2bce57c101 line=2216 answer='言います' expected='言う'
answer_mismatch,id=43198dac-37d3-49e6-aaa8-1e2bce57c101 line=2217 answer='言った' expected='言う'
answer_mismatch,id=6c9db455-8d6c-4682-9117-05e4a699635c line=2251 answer='いい' expected='いい; よい'
answer_mismatch,id=6c9db455-8d6c-4682-9117-05e4a699635c line=2252 answer='よい' expected='いい; よい'
answer_mismatch,id=6c9db455-8d6c-4682-9117-05e4a699635c line=2253 answer='いい' expected='いい; よい'
duplicate_question,"first_line=27, dup_line=35, text=彼は新しい____を買いました。"
duplicate_question,"first_line=27, dup_line=39, text=彼は新しい____を買いました。"
duplicate_question,"first_line=27, dup_line=53, text=彼は新しい____を買いました。"
duplicate_question,"first_line=27, dup_line=63, text=彼は新しい____を買いました。"
duplicate_question,"first_line=14, dup_line=87, text=公園に____がいます。"
duplicate_question,"first_line=83, dup_line=101, text=この問題は____です。"
duplicate_question,"first_line=116, dup_line=146, text=この本は____です。"
duplicate_question,"first_line=134, dup_line=152, text=彼の犬は____です。"
duplicate_question,"first_line=131, dup_line=162, text=この映画は____です。"
duplicate_question,"first_line=104, dup_line=167, text=今日は____です。"
duplicate_question,"first_line=20, dup_line=176, text=____本は面白いです。"
duplicate_question,"first_line=21, dup_line=177, text=____車は私のです。"
duplicate_question,"first_line=205, dup_line=249, text=彼女は____本を読みます。"
duplicate_question,"first_line=200, dup_line=262, text=彼は本を____。"
duplicate_question,"first_line=215, dup_line=265, text=私は勉強____音楽を聞きます。"
duplicate_question,"first_line=240, dup_line=344, text=友達と一緒に____のが好きです。"
duplicate_question,"first_line=96, dup_line=359, text=私の____は青いです。"
duplicate_question,"first_line=48, dup_line=362, text=彼のシャツは____です。"
duplicate_question,"first_line=90, dup_line=371, text=私は____が好きです。"
duplicate_question,"first_line=38, dup_line=382, text=テーブルの上に____があります。"
duplicate_question,"first_line=159, dup_line=384, text=この____はとてもきれいです。"
duplicate_question,"first_line=65, dup_line=390, text=私の部屋には____があります。"
duplicate_question,"first_line=54, dup_line=395, text=この____はとても高いです。"
duplicate_question,"first_line=90, dup_line=396, text=私は____が好きです。"
duplicate_question,"first_line=23, dup_line=419, text=学校の____はとても長いです。"
duplicate_question,"first_line=424, dup_line=442, text=彼は____に行きます。"
duplicate_question,"first_line=426, dup_line=443, text=私の家は____にあります。"
duplicate_question,"first_line=403, dup_line=448, text=猫はテーブルの____にいます。"
duplicate_question,"first_line=408, dup_line=453, text=私の家は駅の____にあります。"
duplicate_question,"first_line=86, dup_line=462, text=あの____は先生です。"
duplicate_question,"first_line=426, dup_line=485, text=私の家は____にあります。"
duplicate_question,"first_line=424, dup_line=487, text=彼は____に行きます。"
duplicate_question,"first_line=289, dup_line=497, text=彼は学校に____。"
duplicate_question,"first_line=75, dup_line=501, text=私の家の近くに____があります。"
duplicate_question,"first_line=75, dup_line=507, text=私の家の近くに____があります。"
duplicate_question,"first_line=424, dup_line=508, text=彼は____に行きます。"
duplicate_question,"first_line=399, dup_line=513, text=私の家はその____の近くにあります。"
duplicate_question,"first_line=460, dup_line=517, text=彼は____です。"
duplicate_question,"first_line=406, dup_line=520, text=彼は____にいます。"
duplicate_question,"first_line=457, dup_line=521, text=私の家の____に公園があります。"
duplicate_question,"first_line=426, dup_line=523, text=私の家は____にあります。"
duplicate_question,"first_line=98, dup_line=526, text=彼は____を持っています。"
duplicate_question,"first_line=475, dup_line=535, text=私の誕生日は____です。"
duplicate_question,"first_line=475, dup_line=545, text=私の誕生日は____です。"
duplicate_question,"first_line=104, dup_line=589, text=今日は____です。"
duplicate_question,"first_line=550, dup_line=590, text=彼は毎日____運動します。"
duplicate_question,"first_line=475, dup_line=591, text=私の誕生日は____です。"
duplicate_question,"first_line=554, dup_line=598, text=彼は____人の友達がいます。"
duplicate_question,"first_line=116, dup_line=607, text=この本は____です。"
duplicate_question,"first_line=538, dup_line=610, text=彼は____円持っています。"
duplicate_question,"first_line=604, dup_line=616, text=テーブルの上に____のりんごがあります。"
duplicate_question,"first_line=605, dup_line=617, text=私は____の本を持っています。"
duplicate_question,"first_line=554, dup_line=620, text=彼は____人の友達がいます。"
duplicate_question,"first_line=596, dup_line=621, text=私の家族は____人です。"
duplicate_question,"first_line=554, dup_line=631, text=彼は____人の友達がいます。"
duplicate_question,"first_line=577, dup_line=640, text=彼は____の本を持っています。"
duplicate_question,"first_line=604, dup_line=642, text=テーブルの上に____のりんごがあります。"
duplicate_question,"first_line=579, dup_line=646, text=テーブルの上に____のリンゴがあります。"
duplicate_question,"first_line=577, dup_line=647, text=彼は____の本を持っています。"
duplicate_question,"first_line=564, dup_line=648, text=私は____の花を買いました。"
duplicate_question,"first_line=601, dup_line=652, text=私は____つのりんごがあります。"
duplicate_question,"first_line=548, dup_line=654, text=今日は____日です。"
duplicate_question,"first_line=475, dup_line=655, text=私の誕生日は____です。"
duplicate_question,"first_line=475, dup_line=671, text=私の誕生日は____です。"
duplicate_question,"first_line=546, dup_line=672, text=____後に友達に会います。"
duplicate_question,"first_line=475, dup_line=678, text=私の誕生日は____です。"
duplicate_question,"first_line=104, dup_line=694, text=今日は____です。"
duplicate_question,"first_line=660, dup_line=696, text=____は月曜日です。"
duplicate_question,"first_line=695, dup_line=697, text=私は____に友達に会います。"
duplicate_question,"first_line=653, dup_line=710, text=彼は____歳です。"
duplicate_question,"first_line=635, dup_line=714, text=私は____に友達と会います。"
duplicate_question,"first_line=116, dup_line=717, text=この本は____です。"
duplicate_question,"first_line=544, dup_line=718, text=今月の____は日曜日です。"
duplicate_question,"first_line=475, dup_line=719, text=私の誕生日は____です。"
duplicate_question,"first_line=357, dup_line=720, text=____に友達と会います。"
duplicate_question,"first_line=554, dup_line=725, text=彼は____人の友達がいます。"
duplicate_question,"first_line=14, dup_line=730, text=公園に____がいます。"
duplicate_question,"first_line=588, dup_line=731, text=____で映画を見ました。"
duplicate_question,"first_line=538, dup_line=754, text=彼は____円持っています。"
duplicate_question,"first_line=539, dup_line=755, text=この本は____ページあります。"
duplicate_question,"first_line=641, dup_line=761, text=私の家には____の犬がいます。"
duplicate_question,"first_line=563, dup_line=762, text=テーブルの上に____の本があります。"
duplicate_question,"first_line=563, dup_line=770, text=テーブルの上に____の本があります。"
duplicate_question,"first_line=74, dup_line=776, text=子供たちは____で遊んでいます。"
duplicate_question,"first_line=138, dup_line=778, text=彼の車は____です。"
duplicate_question,"first_line=723, dup_line=780, text=このシャツは____ですか？"
duplicate_question,"first_line=38, dup_line=781, text=テーブルの上に____があります。"
duplicate_question,"first_line=775, dup_line=811, text=夏に友達と____に行きます。"
duplicate_question,"first_line=797, dup_line=829, text=彼は____が好きです。"
duplicate_question,"first_line=194, dup_line=841, text=友達と____に行きます。"
duplicate_question,"first_line=27, dup_line=860, text=彼は新しい____を買いました。"
duplicate_question,"first_line=816, dup_line=861, text=この店の____はとてもおいしいです。"
duplicate_question,"first_line=54, dup_line=876, text=この____はとても高いです。"
duplicate_question,"first_line=817, dup_line=877, text=彼は毎日____を作ります。"
duplicate_question,"first_line=823, dup_line=878, text=私の好きな料理は____です。"
duplicate_question,"first_line=98, dup_line=880, text=彼は____を持っています。"
duplicate_question,"first_line=797, dup_line=883, text=彼は____が好きです。"
duplicate_question,"first_line=814, dup_line=886, text=毎朝、私は____を飲みます。"
duplicate_question,"first_line=833, dup_line=887, text=このケーキには____が入っています。"
duplicate_question,"first_line=797, dup_line=888, text=彼は____が好きです。"
duplicate_question,"first_line=90, dup_line=894, text=私は____が好きです。"
duplicate_question,"first_line=194, dup_line=895, text=友達と____に行きます。"
duplicate_question,"first_line=490, dup_line=902, text=明日、____に行きます。"
duplicate_question,"first_line=796, dup_line=904, text=毎朝、私は____を食べます。"
duplicate_question,"first_line=797, dup_line=910, text=彼は____が好きです。"
duplicate_question,"first_line=814, dup_line=913, text=毎朝、私は____を飲みます。"
duplicate_question,"first_line=840, dup_line=915, text=この____はとてもおいしいです。"
duplicate_question,"first_line=90, dup_line=922, text=私は____が好きです。"
duplicate_question,"first_line=825, dup_line=924, text=____はとてもおいしいです。"
duplicate_question,"first_line=674, dup_line=932, text=この____はとても大切です。"
duplicate_question,"first_line=793, dup_line=940, text=宿題を____。"
duplicate_question,"first_line=968, dup_line=1004, text=私は日本語を話す____。"
duplicate_question,"first_line=75, dup_line=1023, text=私の家の近くに____があります。"
duplicate_question,"first_line=460, dup_line=1034, text=彼は____です。"
duplicate_question,"first_line=14, dup_line=1035, text=公園に____がいます。"
duplicate_question,"first_line=666, dup_line=1044, text=私の犬は____かわいいです。"
duplicate_question,"first_line=439, dup_line=1045, text=公園で____が遊んでいます。"
duplicate_question,"first_line=926, dup_line=1049, text=友達と一緒に____を買いました。"
duplicate_question,"first_line=468, dup_line=1066, text=____はとても暑いです。"
duplicate_question,"first_line=660, dup_line=1068, text=____は月曜日です。"
duplicate_question,"first_line=803, dup_line=1075, text=公園で____を見ました。"
duplicate_question,"first_line=466, dup_line=1095, text=彼は____で遊んでいます。"
duplicate_question,"first_line=868, dup_line=1101, text=____は忙しいです。"
duplicate_question,"first_line=1047, dup_line=1102, text=____は学校に行きます。"
duplicate_question,"first_line=14, dup_line=1111, text=公園に____がいます。"
duplicate_question,"first_line=14, dup_line=1123, text=公園に____がいます。"
duplicate_question,"first_line=27, dup_line=1126, text=彼は新しい____を買いました。"
duplicate_question,"first_line=365, dup_line=1130, text=私は新しい____を買いました。"
duplicate_question,"first_line=420, dup_line=1142, text=私は毎日____を使います。"
duplicate_question,"first_line=473, dup_line=1158, text=____はとても静かです。"
duplicate_question,"first_line=424, dup_line=1165, text=彼は____に行きます。"
duplicate_question,"first_line=1096, dup_line=1172, text=彼は新しい____に住んでいます。"
duplicate_question,"first_line=1000, dup_line=1192, text=あなたは____行きますか？"
duplicate_question,"first_line=1185, dup_line=1206, text=彼は忙しい____、手伝えません。"
duplicate_question,"first_line=1024, dup_line=1216, text=彼は学生____。"
duplicate_question,"first_line=1199, dup_line=1231, text=明日は雨が降る____。"
duplicate_question,"first_line=1024, dup_line=1232, text=彼は学生____。"
duplicate_question,"first_line=1199, dup_line=1234, text=明日は雨が降る____。"
duplicate_question,"first_line=1024, dup_line=1235, text=彼は学生____。"
duplicate_question,"first_line=1233, dup_line=1236, text=この映画は面白い____。"
duplicate_question,"first_line=767, dup_line=1279, text=この映画は____面白いです。"
duplicate_question,"first_line=460, dup_line=1285, text=彼は____です。"
duplicate_question,"first_line=873, dup_line=1286, text=私は毎日____に行きます。"
duplicate_question,"first_line=468, dup_line=1311, text=____はとても暑いです。"
duplicate_question,"first_line=27, dup_line=1322, text=彼は新しい____を買いました。"
duplicate_question,"first_line=872, dup_line=1336, text=この____はとても安いです。"
duplicate_question,"first_line=194, dup_line=1339, text=友達と____に行きます。"
duplicate_question,"first_line=74, dup_line=1340, text=子供たちは____で遊んでいます。"
duplicate_question,"first_line=505, dup_line=1343, text=明日、____に乗ります。"
duplicate_question,"first_line=797, dup_line=1344, text=彼は____が好きです。"
duplicate_question,"first_line=27, dup_line=1345, text=彼は新しい____を買いました。"
duplicate_question,"first_line=54, dup_line=1346, text=この____はとても高いです。"
duplicate_question,"first_line=472, dup_line=1357, text=私は____にいます。"
duplicate_question,"first_line=1058, dup_line=1359, text=私の____は大きいです。"
duplicate_question,"first_line=1137, dup_line=1362, text=この問題の答えは____です。"
duplicate_question,"first_line=499, dup_line=1364, text=彼は毎日____に行きます。"
duplicate_question,"first_line=259, dup_line=1366, text=明日は____です。"
duplicate_question,"first_line=460, dup_line=1369, text=彼は____です。"
duplicate_question,"first_line=54, dup_line=1379, text=この____はとても高いです。"
duplicate_question,"first_line=502, dup_line=1384, text=学校の____は二階にあります。"
duplicate_question,"first_line=721, dup_line=1392, text=この本は____ですか？"
duplicate_question,"first_line=1060, dup_line=1393, text=彼は____を使っています。"
duplicate_question,"first_line=930, dup_line=1394, text=私は____を買いました。"
duplicate_question,"first_line=424, dup_line=1396, text=彼は____に行きます。"
duplicate_question,"first_line=1363, dup_line=1399, text=明日は新しい____があります。"
duplicate_question,"first_line=790, dup_line=1412, text=彼は____がたくさんあります。"
duplicate_question,"first_line=1098, dup_line=1416, text=この____はとても静かです。"
duplicate_question,"first_line=1327, dup_line=1417, text=あの店は____ですか？"
duplicate_question,"first_line=406, dup_line=1418, text=彼は____にいます。"
duplicate_question,"first_line=510, dup_line=1451, text=____はとても大きいです。"
duplicate_question,"first_line=1328, dup_line=1456, text=____に行きましょう。"
duplicate_question,"first_line=473, dup_line=1457, text=____はとても静かです。"
duplicate_question,"first_line=1450, dup_line=1459, text=____は私の本です。"
duplicate_question,"first_line=1450, dup_line=1465, text=____は私の本です。"
duplicate_question,"first_line=1460, dup_line=1466, text=____が好きですか？"
duplicate_question,"first_line=1114, dup_line=1481, text=彼は____に行きました。"
duplicate_question,"first_line=1327, dup_line=1483, text=あの店は____ですか？"
duplicate_question,"first_line=1328, dup_line=1484, text=____に行きましょう。"
duplicate_question,"first_line=1375, dup_line=1486, text=あなたは____をしますか？"
duplicate_question,"first_line=797, dup_line=1487, text=彼は____が好きです。"
duplicate_question,"first_line=124, dup_line=1501, text=この部屋は____です。"
duplicate_question,"first_line=581, dup_line=1509, text=犬が____走っています。"
duplicate_question,"first_line=38, dup_line=1513, text=テーブルの上に____があります。"
duplicate_question,"first_line=116, dup_line=1525, text=この本は____です。"
duplicate_question,"first_line=117, dup_line=1526, text=彼の話はとても____です。"
duplicate_question,"first_line=20, dup_line=1528, text=____本は面白いです。"
duplicate_question,"first_line=147, dup_line=1532, text=彼の声はとても____です。"
duplicate_question,"first_line=124, dup_line=1547, text=この部屋は____です。"
duplicate_question,"first_line=128, dup_line=1549, text=あの犬は____です。"
duplicate_question,"first_line=138, dup_line=1551, text=彼の車は____です。"
duplicate_question,"first_line=865, dup_line=1555, text=彼は____を開けました。"
duplicate_question,"first_line=50, dup_line=1558, text=今日はとても____です。"
duplicate_question,"first_line=767, dup_line=1561, text=この映画は____面白いです。"
duplicate_question,"first_line=1387, dup_line=1571, text=毎朝、私は____を見ます。"
duplicate_question,"first_line=354, dup_line=1573, text=この本は____面白いです。"
duplicate_question,"first_line=1563, dup_line=1575, text=今日は____寒いですね。"
duplicate_question,"first_line=865, dup_line=1576, text=彼は____を開けました。"
duplicate_question,"first_line=27, dup_line=1594, text=彼は新しい____を買いました。"
duplicate_question,"first_line=54, dup_line=1596, text=この____はとても高いです。"
duplicate_question,"first_line=38, dup_line=1597, text=テーブルの上に____があります。"
duplicate_question,"first_line=368, dup_line=1598, text=私の____はとてもきれいです。"
duplicate_question,"first_line=27, dup_line=1600, text=彼は新しい____を買いました。"
duplicate_question,"first_line=38, dup_line=1603, text=テーブルの上に____があります。"
duplicate_question,"first_line=365, dup_line=1605, text=私は新しい____を買いました。"
duplicate_question,"first_line=90, dup_line=1618, text=私は____が好きです。"
duplicate_question,"first_line=468, dup_line=1619, text=____はとても暑いです。"
duplicate_question,"first_line=1056, dup_line=1622, text=私の友達は____です。"
duplicate_question,"first_line=27, dup_line=1630, text=彼は新しい____を買いました。"
duplicate_question,"first_line=138, dup_line=1633, text=彼の車は____です。"
duplicate_question,"first_line=173, dup_line=1639, text=このケーキは____です。"
