JLPT,Lesson,Word,Reading,Meaning,Word Type,Example Sentence JP,Example Sentence EN,breakdown,type
N5,3,ズボン,ズボン,trousers,Noun,私は新しいズボンを買いました。,I bought new trousers.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""新しい"", ""reading"": ""あたらしい"", ""meaning"": ""new"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ズボン"", ""reading"": ""ずぼん"", ""meaning"": ""trousers"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""買いました"", ""reading"": ""かいました"", ""meaning"": ""bought"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""買う"", ""reading"": ""かう"", ""meaning"": ""to buy"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a completed action where the speaker has purchased a new pair of trousers. It conveys a straightforward statement about a recent activity."", ""steps"": [""**私** - Refers to the speaker, marking them as the subject of the sentence."", ""**は** - Marks “私” as the topic of the sentence."", ""**新しい** - Describes the trousers as being new."", ""**ズボン** - The object of the action, indicating what was bought."", ""**を** - Marks “ズボン” as the direct object of the verb."", ""**買いました** - The past tense of “買う,” indicating that the action of buying has been completed.""], ""sentence_pattern"": ""- [Subject] + [は] + [Adjective] + [Object] + [を] + [Verb (past tense)]\n- **Kanji**: 彼は美味しいケーキを食べました。\n- **Hiragana**: かれはおいしいけーきをたべました。\n- **English Translation**: He ate a delicious cake."", ""sentence_pattern_kanji"": ""彼は美味しいケーキを食べました。"", ""sentence_pattern_hiragana"": ""かれはおいしいけーきをたべました。"", ""sentence_pattern_english"": ""He ate a delicious cake."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps clarify what the sentence is about. In this case, it emphasizes that \""I\"" am the one who bought the trousers."", ""common_mistake"": ""Beginners often confuse を with は. Remember that を is used to mark the direct object of the verb (what is being bought), while は indicates the topic of the sentence."", ""alternative_expression"": {""kanji"": ""私は新しいパンツを買いました。"", ""hiragana"": ""わたしはあたらしいぱんつをかいました。"", ""english"": ""I bought new pants.""}, ""new_words_in_alternative"": [{""word"": ""パンツ"", ""reading"": ""ぱんつ"", ""meaning"": ""pants"", ""description"": ""Noun""}]}}",vocab
N5,5,住む,すむ,"to reside, to live in",Godan verb with 'mu' ending,私は東京に住んでいます。,I live in Tokyo.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""東京"", ""reading"": ""とうきょう"", ""meaning"": ""Tokyo"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""住んでいます"", ""reading"": ""すんでいます"", ""meaning"": ""am living"", ""role"": ""Verb, present continuous"", ""components"": [{""part"": ""住む"", ""reading"": ""すむ"", ""meaning"": ""to live"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses the speaker's current residence, indicating that they are living in Tokyo. It provides information about the speaker's location."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**東京** - Specifies the location, Tokyo."", ""**に** - Indicates the direction or location where the action takes place."", ""**住んでいます** - The present continuous form of “住む,” indicating that the speaker is currently living in Tokyo.""], ""sentence_pattern"": ""- [Topic] + [は] + [Location] + [に] + [Verb (present continuous)]\n- **Kanji**: 彼は大阪に住んでいます。\n- **Hiragana**: かれはおおさかにすんでいます。\n- **English Translation**: He lives in Osaka."", ""sentence_pattern_kanji"": ""彼は大阪に住んでいます。"", ""sentence_pattern_hiragana"": ""かれはおおさかにすんでいます。"", ""sentence_pattern_english"": ""He lives in Osaka."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the particle は marks the topic of the sentence, while に indicates the specific location where the action occurs. This structure helps clarify where someone is living."", ""common_mistake"": ""Beginners often confuse に with で. Remember that に is used for indicating the location of existence or direction, while で is used to indicate the location of an action."", ""alternative_expression"": {""kanji"": ""私は東京にいます。"", ""hiragana"": ""わたしはとうきょうにいます。"", ""english"": ""I am in Tokyo.""}, ""new_words_in_alternative"": [{""word"": ""います"", ""reading"": ""います"", ""meaning"": ""am"", ""description"": ""Verb, present tense""}]}}",vocab
N5,5,する,する,"to do; to try; to wear small items (e.g., necktie, watch, etc.)",Suru verb,私は毎日運動をする。,I exercise every day.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""毎日"", ""reading"": ""まいにち"", ""meaning"": ""every day"", ""role"": ""Adverbial phrase"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""運動"", ""reading"": ""うんどう"", ""meaning"": ""exercise"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""する"", ""reading"": ""する"", ""meaning"": ""to do"", ""role"": ""Verb"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence indicates that the speaker regularly engages in exercise as part of their daily routine. It emphasizes the frequency of the action."", ""steps"": [""**私** - Refers to the speaker, marking them as the subject of the sentence."", ""**は** - Marks “私” as the topic of the sentence."", ""**毎日** - Indicates the frequency of the action, meaning “every day.”"", ""**運動** - The noun that represents the activity being done, which is “exercise.”"", ""**を** - Marks “運動” as the object of the verb."", ""**する** - The verb meaning “to do,” indicating the action performed on the object.""], ""sentence_pattern"": ""- [Topic] + [は] + [Frequency] + [Object] + [を] + [Verb]\n- **Kanji**: 彼は毎朝ジョギングをする。\n- **Hiragana**: かれはまいあさじょぎんぐをする。\n- **English Translation**: He jogs every morning."", ""sentence_pattern_kanji"": ""彼は毎朝ジョギングをする。"", ""sentence_pattern_hiragana"": ""かれはまいあさじょぎんぐをする。"", ""sentence_pattern_english"": ""He jogs every morning."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is often the subject. In this case, it highlights that the speaker is the one exercising."", ""common_mistake"": ""Beginners might confuse を with は. Remember that を is used to mark the direct object of the verb, while は indicates the topic of the sentence."", ""alternative_expression"": {""kanji"": ""私は毎日運動をしています。"", ""hiragana"": ""わたしはまいにちうんどうをしています。"", ""english"": ""I am exercising every day.""}, ""new_words_in_alternative"": [{""word"": ""しています"", ""reading"": ""しています"", ""meaning"": ""am doing"", ""description"": ""Verb, present continuous form""}]}}",vocab
N5,5,座る,すわる,to sit,Godan verb,私は椅子に座ります。,I will sit on the chair.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""椅子"", ""reading"": ""いす"", ""meaning"": ""chair"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Direction/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""座ります"", ""reading"": ""すわります"", ""meaning"": ""will sit"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""座る"", ""reading"": ""すわる"", ""meaning"": ""to sit"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the speaker's intention to sit on a chair. It indicates a future action that the speaker plans to take."", ""steps"": [""**私** - Refers to the speaker, “I.”"", ""**は** - Marks “私” as the topic of the sentence."", ""**椅子** - Indicates the object (the chair) where the action will take place."", ""**に** - Indicates the direction or location of the action, meaning “on” or “at.”"", ""**座ります** - The polite form of the verb “座る,” indicating the action of sitting in the future tense.""], ""sentence_pattern"": ""- [Topic] + [は] + [Object/Location] + [に] + [Verb (polite form)]\n- **Kanji**: 彼は公園に行きます。\n- **Hiragana**: かれはこうえんにいきます。\n- **English Translation**: He will go to the park."", ""sentence_pattern_kanji"": ""彼は公園に行きます。"", ""sentence_pattern_hiragana"": ""かれはこうえんにいきます。"", ""sentence_pattern_english"": ""He will go to the park."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which helps to clarify what the sentence is about. In this case, it emphasizes that \""I\"" am the one who will sit."", ""common_mistake"": ""Beginners often confuse に with へ. Remember that に indicates a specific location or direction where an action occurs, while へ indicates a general direction or destination."", ""alternative_expression"": {""kanji"": ""私は椅子に座る。"", ""hiragana"": ""わたしはいすにすわる。"", ""english"": ""I sit on the chair.""}, ""new_words_in_alternative"": [{""word"": ""座る"", ""reading"": ""すわる"", ""meaning"": ""to sit"", ""description"": ""Verb""}]}}",vocab
N5,3,背,せい,"(one's) height, stature",Noun,彼の背は高いです。,His height is tall.,"{""vocabulary"": [{""word"": ""彼の"", ""reading"": ""かれの"", ""meaning"": ""his"", ""role"": ""Possessive pronoun"", ""components"": [{""part"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""he"", ""contribution"": ""Pronoun""}, {""part"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive particle]"", ""contribution"": ""Particle""}], ""combined_explanation"": """"}, {""word"": ""背"", ""reading"": ""せ"", ""meaning"": ""height"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""高い"", ""reading"": ""たかい"", ""meaning"": ""tall"", ""role"": ""Adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""[Polite ending]"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the height of a person, specifically stating that his height is tall. It conveys a simple observation about someone's physical attribute."", ""steps"": [""**彼の** - Indicates possession, meaning \""his.\"""", ""**背** - The noun that refers to height."", ""**は** - Marks \""彼の背\"" as the topic of the sentence."", ""**高い** - The adjective that describes the height."", ""**です** - A polite ending that completes the sentence.""], ""sentence_pattern"": ""- [Possessive Pronoun] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: 彼の背は高いです。\n- **Hiragana**: かれのせはたかいです。\n- **English Translation**: His height is tall."", ""sentence_pattern_kanji"": ""彼の背は高いです。"", ""sentence_pattern_hiragana"": ""かれのせはたかいです。"", ""sentence_pattern_english"": ""His height is tall."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure of the sentence follows a clear pattern: possessive pronoun + noun + topic marker + adjective + polite ending. This helps in forming similar sentences."", ""common_mistake"": ""Beginners might confuse the use of は and が. In this context, は is used to mark the topic (his height), while が would be used to emphasize the subject in a different context."", ""alternative_expression"": {""kanji"": ""彼は背が高いです。"", ""hiragana"": ""かれはせがたかいです。"", ""english"": ""He is tall.""}, ""new_words_in_alternative"": [{""word"": ""背が"", ""reading"": ""せが"", ""meaning"": ""height"", ""description"": ""Noun with subject marker""}]}}",vocab
N5,1,生徒,せいと,student; pupil,Noun,彼は生徒です。,He is a student.,"{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""he"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""生徒"", ""reading"": ""せいと"", ""meaning"": ""student"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence states that the subject, a male person referred to as \""he,\"" is identified as a student. It presents a simple assertion about his status or role."", ""steps"": [""**彼** - Refers to the male subject of the sentence, meaning \""he.\"""", ""**は** - Marks “彼” as the topic of the sentence."", ""**生徒** - Indicates the noun that describes the topic, meaning \""student.\"""", ""**です** - A polite form of the verb \""to be,\"" used here to link the subject with its description.""], ""sentence_pattern"": ""- [Topic] + [は] + [Noun] + [です]\n- **Kanji**: 彼は先生です。\n- **Hiragana**: かれはせんせいです。\n- **English Translation**: He is a teacher."", ""sentence_pattern_kanji"": ""彼は先生です。"", ""sentence_pattern_hiragana"": ""かれはせんせいです。"", ""sentence_pattern_english"": ""He is a teacher."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, which is often the subject but can also be something else. In this case, it emphasizes that we are talking about \""he.\"""", ""common_mistake"": ""Beginners might confuse the use of は and が. In this context, は is used to introduce the topic, while が is typically used to mark the subject of a verb."", ""alternative_expression"": {""kanji"": ""彼は学生です。"", ""hiragana"": ""かれはがくせいです。"", ""english"": ""He is a student (using a different word for student).""}, ""new_words_in_alternative"": [{""word"": ""学生"", ""reading"": ""がくせい"", ""meaning"": ""student"", ""description"": ""Noun""}]}}",vocab
N5,3,セーター,セーター,sweater,Noun,冬にセーターを着ます。,I wear a sweater in winter.,"{""vocabulary"": [{""word"": ""冬"", ""reading"": ""ふゆ"", ""meaning"": ""winter"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""に"", ""reading"": ""に"", ""meaning"": ""[Time/Location Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""セーター"", ""reading"": ""せーたー"", ""meaning"": ""sweater"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""着ます"", ""reading"": ""きます"", ""meaning"": ""wear"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""着る"", ""reading"": ""きる"", ""meaning"": ""to wear"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence expresses a habitual action where the speaker indicates that they wear a sweater during the winter season. It provides a clear seasonal context for the action."", ""steps"": [""**冬** - Refers to the season of winter."", ""**に** - Indicates the time when the action occurs, meaning “in.”"", ""**セーター** - Specifies the object being worn, which is a sweater."", ""**を** - Marks “セーター” as the direct object of the verb."", ""**着ます** - The polite form of the verb “着る,” indicating the action of wearing.""], ""sentence_pattern"": ""- [Time/Season] + [に] + [Object] + [を] + [Verb (polite form)]\n- **Kanji**: 彼は夏にTシャツを着ます。\n- **Hiragana**: かれはなつにティーシャツをきます。\n- **English Translation**: He wears a T-shirt in summer."", ""sentence_pattern_kanji"": ""彼は夏にTシャツを着ます。"", ""sentence_pattern_hiragana"": ""かれはなつにティーシャツをきます。"", ""sentence_pattern_english"": ""He wears a T-shirt in summer."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that に indicates the time or place of the action, while を marks the object of the verb. This structure helps clarify when and what you are talking about."", ""common_mistake"": ""Beginners often confuse に with で. Remember that に is used for time or direction, while で is used to indicate the location where an action takes place."", ""alternative_expression"": {""kanji"": ""冬にセーターを着る。"", ""hiragana"": ""ふゆにせーたーをきる。"", ""english"": ""I wear a sweater in winter. (casual form)""}, ""new_words_in_alternative"": [{""word"": ""着る"", ""reading"": ""きる"", ""meaning"": ""to wear"", ""description"": ""Verb""}]}}",vocab
N5,3,石鹸,せっけん,soap,Noun,私は石鹸で手を洗います。,I wash my hands with soap.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""石鹸"", ""reading"": ""せっけん"", ""meaning"": ""soap"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""で"", ""reading"": ""で"", ""meaning"": ""[Means/Method Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""手"", ""reading"": ""て"", ""meaning"": ""hands"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""洗います"", ""reading"": ""あらいます"", ""meaning"": ""wash"", ""role"": ""Verb, polite form"", ""components"": [{""part"": ""洗う"", ""reading"": ""あらう"", ""meaning"": ""to wash"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a simple action where the speaker is stating that they wash their hands using soap. It emphasizes the method (soap) used for the action."", ""steps"": [""**私は** - “I” is marked as the topic of the sentence."", ""**石鹸で** - “with soap” indicates the means by which the action is performed."", ""**手を** - “hands” is marked as the object of the action."", ""**洗います** - The polite present tense form of “to wash,” indicating that the action is habitual or ongoing.""], ""sentence_pattern"": ""- [Topic] + [は] + [Means] + [で] + [Object] + [を] + [Verb (polite form)]\n- **Kanji**: 彼は毎朝顔を洗います。\n- **Hiragana**: かれはまいあさかおをあらいます。\n- **English Translation**: He washes his face every morning."", ""sentence_pattern_kanji"": ""彼は毎朝顔を洗います。"", ""sentence_pattern_hiragana"": ""かれはまいあさかおをあらいます。"", ""sentence_pattern_english"": ""He washes his face every morning."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that は marks the topic of the sentence, while を marks the object of the verb. This structure helps clarify who is doing the action and what is being acted upon."", ""common_mistake"": ""Beginners often confuse で with other particles like に or へ. Remember that で indicates the means or method of the action, while に and へ indicate direction or destination."", ""alternative_expression"": {""kanji"": ""私は手を石鹸で洗います。"", ""hiragana"": ""わたしはてをせっけんであらいます。"", ""english"": ""I wash my hands with soap.""}, ""new_words_in_alternative"": [{""word"": ""手"", ""reading"": ""て"", ""meaning"": ""hands"", ""description"": ""Noun""}]}}",vocab
N5,3,背広,せびろ,men's suit,Noun,彼は背広を着ています。,He is wearing a suit.,"{""vocabulary"": [{""word"": ""彼"", ""reading"": ""かれ"", ""meaning"": ""he"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""背広"", ""reading"": ""せびろ"", ""meaning"": ""suit"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""を"", ""reading"": ""を"", ""meaning"": ""[Object Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""着ています"", ""reading"": ""きています"", ""meaning"": ""is wearing"", ""role"": ""Verb, present continuous"", ""components"": [{""part"": ""着る"", ""reading"": ""きる"", ""meaning"": ""to wear"", ""contribution"": ""Verb""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes a situation where a male subject is currently dressed in a suit. It emphasizes the ongoing action of wearing."", ""steps"": [""**彼** - Refers to the subject of the sentence, meaning \""he.\"""", ""**は** - Marks “彼” as the topic of the sentence."", ""**背広** - Specifies the item being worn, which is a suit."", ""**を** - Marks “背広” as the object of the verb."", ""**着ています** - The present continuous form of “着る,” indicating that he is currently in the state of wearing a suit.""], ""sentence_pattern"": ""- [Subject] + [は] + [Object] + [を] + [Verb (present continuous)]\n- **Kanji**: 彼は帽子をかぶっています。\n- **Hiragana**: かれはぼうしをかぶっています。\n- **English Translation**: He is wearing a hat."", ""sentence_pattern_kanji"": ""彼は帽子をかぶっています。"", ""sentence_pattern_hiragana"": ""かれはぼうしをかぶっています。"", ""sentence_pattern_english"": ""He is wearing a hat."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure [Subject] + [は] + [Object] + [を] + [Verb] is a common pattern in Japanese sentences. It helps to clearly identify who is doing what."", ""common_mistake"": ""Beginners often confuse the use of を and は. Remember that を is used to mark the direct object of the verb (what is being worn), while は marks the topic of the sentence (who is wearing it)."", ""alternative_expression"": {""kanji"": ""彼はスーツを着ています。"", ""hiragana"": ""かれはすーつをきています。"", ""english"": ""He is wearing a suit (using the loanword for suit).""}, ""new_words_in_alternative"": [{""word"": ""スーツ"", ""reading"": ""すーつ"", ""meaning"": ""suit"", ""description"": ""Noun""}]}}",vocab
N5,3,狭い,せまい,narrow; small; not spacious,I-adjective (keiyoushi),この部屋は狭いです。,This room is narrow.,"{""vocabulary"": [{""word"": ""この"", ""reading"": ""この"", ""meaning"": ""this"", ""role"": ""Demonstrative adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""部屋"", ""reading"": ""へや"", ""meaning"": ""room"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""狭い"", ""reading"": ""せまい"", ""meaning"": ""narrow"", ""role"": ""Adjective, i-adjective"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""role"": ""Copula"", ""components"": [], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence describes the state of a specific room, indicating that it has a narrow dimension. It provides a straightforward observation about the room's characteristics."", ""steps"": [""**この** - Specifies which room is being referred to, indicating it is close to the speaker."", ""**部屋** - The subject of the sentence, meaning \""room.\"""", ""**は** - Marks “部屋” as the topic of the sentence."", ""**狭い** - An i-adjective that describes the room, indicating its narrowness."", ""**です** - A polite ending that functions as the copula, linking the subject to its description.""], ""sentence_pattern"": ""- [Demonstrative] + [Noun] + [は] + [Adjective] + [です]\n- **Kanji**: その部屋は広いです。\n- **Hiragana**: そのへやはひろいです。\n- **English Translation**: That room is spacious."", ""sentence_pattern_kanji"": ""その部屋は広いです。"", ""sentence_pattern_hiragana"": ""そのへやはひろいです。"", ""sentence_pattern_english"": ""That room is spacious."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that the structure of Japanese sentences often places the topic first, followed by its description. This helps in understanding the focus of the sentence."", ""common_mistake"": ""Beginners sometimes confuse the use of は and が. In this context, は is used to mark the topic (the room), while が is typically used for the subject of a sentence."", ""alternative_expression"": {""kanji"": ""この部屋は狭いと思います。"", ""hiragana"": ""このへやはせまいとおもいます。"", ""english"": ""I think this room is narrow.""}, ""new_words_in_alternative"": [{""word"": ""と思います"", ""reading"": ""とおもいます"", ""meaning"": ""I think"", ""description"": ""Phrase""}]}}",vocab
N5,1,ゼロ,ゼロ,zero,Noun,私の点数はゼロでした。,My score was zero.,"{""vocabulary"": [{""word"": ""私"", ""reading"": ""わたし"", ""meaning"": ""I"", ""role"": ""Pronoun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""の"", ""reading"": ""の"", ""meaning"": ""[Possessive particle]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""点数"", ""reading"": ""てんすう"", ""meaning"": ""score"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""は"", ""reading"": ""は"", ""meaning"": ""[Topic Marker]"", ""role"": ""Particle"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""ゼロ"", ""reading"": ""ぜろ"", ""meaning"": ""zero"", ""role"": ""Noun"", ""components"": [], ""combined_explanation"": """"}, {""word"": ""でした"", ""reading"": ""でした"", ""meaning"": ""was"", ""role"": ""Verb, past tense"", ""components"": [{""part"": ""です"", ""reading"": ""です"", ""meaning"": ""is"", ""contribution"": ""Copula""}], ""combined_explanation"": """"}], ""grammar"": {""context"": ""This sentence conveys that the speaker received a score of zero on a test or assignment. It reflects a completed action or state regarding their performance."", ""steps"": [""**私** - Refers to the speaker, indicating who the score belongs to."", ""**の** - Indicates possession, linking “私” (I) to “点数” (score)."", ""**点数** - The subject of the sentence, meaning “score.”"", ""**は** - Marks “点数” as the topic of the sentence."", ""**ゼロ** - Specifies the value of the score, which is zero."", ""**でした** - The past tense of “です,” indicating that the state of having a score of zero is in the past.""], ""sentence_pattern"": ""- [Subject] + [の] + [Topic] + [は] + [Value] + [でした]\n- **Kanji**: 彼の点数は100でした。\n- **Hiragana**: かれのてんすうはひゃくでした。\n- **English Translation**: His score was 100."", ""sentence_pattern_kanji"": ""彼の点数は100でした。"", ""sentence_pattern_hiragana"": ""かれのてんすうはひゃくでした。"", ""sentence_pattern_english"": ""His score was 100."", ""contribution"": """"}, ""tips"": {""tip"": ""Remember that の indicates possession, so 私の means “my.” This is a common structure in Japanese to show ownership."", ""common_mistake"": ""Beginners might confuse the use of は and が. In this context, は is used to mark the topic (the score), while が would typically indicate the subject of a sentence."", ""alternative_expression"": {""kanji"": ""私の点数はゼロだった。"", ""hiragana"": ""わたしのてんすうはぜろだった。"", ""english"": ""My score was zero (informal).""}, ""new_words_in_alternative"": [{""word"": ""だった"", ""reading"": ""だった"", ""meaning"": ""was"", ""description"": ""Verb, informal past tense""}]}}",vocab
